date,geoid,state,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k
4/3/21,USA-22,Louisiana,0,342.86,7.38,0,10.57,0.23
4/4/21,USA-22,Louisiana,0,342.86,7.38,0,10.57,0.23
4/5/21,USA-22,Louisiana,1268,404.57,8.7,4,6.14,0.13
4/6/21,USA-22,Louisiana,218,363,7.81,9,6,0.13
4/7/21,USA-22,Louisiana,700,388.86,8.36,11,6.29,0.14
4/8/21,USA-22,Louisiana,449,376.43,8.1,15,5.57,0.12
4/9/21,USA-22,Louisiana,734,481.29,10.35,16,7.86,0.17
4/10/21,USA-22,Louisiana,0,481.29,10.35,0,7.86,0.17
4/11/21,USA-22,Louisiana,0,481.29,10.35,0,7.86,0.17
4/12/21,USA-22,Louisiana,989,441.43,9.5,25,10.86,0.23
4/13/21,USA-22,Louisiana,452,474.86,10.21,14,11.57,0.25
4/14/21,USA-22,Louisiana,394,431.14,9.27,9,11.29,0.24
4/15/21,USA-22,Louisiana,803,481.71,10.36,9,10.43,0.22
4/16/21,USA-22,Louisiana,479,445.29,9.58,9,9.43,0.2
4/17/21,USA-22,Louisiana,0,445.29,9.58,0,9.43,0.2
4/18/21,USA-22,Louisiana,0,445.29,9.58,0,9.43,0.2
4/19/21,USA-22,Louisiana,1396,503.43,10.83,11,7.43,0.16
4/20/21,USA-22,Louisiana,360,490.29,10.55,13,7.29,0.16
4/21/21,USA-22,Louisiana,666,529.14,11.38,10,7.43,0.16
4/22/21,USA-22,Louisiana,623,503.43,10.83,8,7.29,0.16
4/23/21,USA-22,Louisiana,541,512.29,11.02,12,7.71,0.17
4/24/21,USA-22,Louisiana,0,512.29,11.02,0,7.71,0.17
4/25/21,USA-22,Louisiana,0,512.29,11.02,0,7.71,0.17
4/26/21,USA-22,Louisiana,891,440.14,9.47,6,7,0.15
4/27/21,USA-22,Louisiana,452,453.29,9.75,10,6.57,0.14
4/28/21,USA-22,Louisiana,442,421.29,9.06,15,7.29,0.16
4/29/21,USA-22,Louisiana,570,413.71,8.9,9,7.43,0.16
4/30/21,USA-22,Louisiana,685,434.29,9.34,6,6.57,0.14
5/1/21,USA-22,Louisiana,0,434.29,9.34,0,6.57,0.14
5/2/21,USA-22,Louisiana,0,434.29,9.34,0,6.57,0.14
5/3/21,USA-22,Louisiana,759,415.43,8.94,11,7.29,0.16
5/4/21,USA-22,Louisiana,997,493.29,10.61,12,7.57,0.16
5/5/21,USA-22,Louisiana,466,496.71,10.68,13,7.29,0.16
5/6/21,USA-22,Louisiana,407,473.43,10.18,7,7,0.15
5/7/21,USA-22,Louisiana,563,456,9.81,8,7.29,0.16
5/8/21,USA-22,Louisiana,0,456,9.81,0,7.29,0.16
5/9/21,USA-22,Louisiana,0,456,9.81,0,7.29,0.16
5/10/21,USA-22,Louisiana,1095,504,10.84,5,6.43,0.14
5/11/21,USA-22,Louisiana,649,454.29,9.77,13,6.57,0.14
5/12/21,USA-22,Louisiana,480,456.29,9.82,12,6.43,0.14
5/13/21,USA-22,Louisiana,415,457.43,9.84,6,6.29,0.14
5/14/21,USA-22,Louisiana,421,437.14,9.4,9,6.43,0.14
5/15/21,USA-22,Louisiana,0,437.14,9.4,0,6.43,0.14
5/16/21,USA-22,Louisiana,0,437.14,9.4,0,6.43,0.14
5/17/21,USA-22,Louisiana,1113,439.71,9.46,11,7.29,0.16
5/18/21,USA-22,Louisiana,494,417.57,8.98,11,7,0.15
5/19/21,USA-22,Louisiana,615,436.86,9.4,9,6.57,0.14
5/20/21,USA-22,Louisiana,420,437.57,9.41,8,6.86,0.15
5/21/21,USA-22,Louisiana,340,426,9.16,5,6.29,0.14
5/22/21,USA-22,Louisiana,0,426,9.16,0,6.29,0.14
5/23/21,USA-22,Louisiana,0,426,9.16,0,6.29,0.14
5/24/21,USA-22,Louisiana,587,350.86,7.55,13,6.57,0.14
5/25/21,USA-22,Louisiana,1043,429.29,9.23,13,6.86,0.15
5/26/21,USA-22,Louisiana,419,401.29,8.63,14,7.57,0.16
5/27/21,USA-22,Louisiana,467,408,8.78,8,7.57,0.16
5/28/21,USA-22,Louisiana,354,410,8.82,6,7.71,0.17
5/29/21,USA-22,Louisiana,0,410,8.82,0,7.71,0.17
5/30/21,USA-22,Louisiana,0,410,8.82,0,7.71,0.17
5/31/21,USA-22,Louisiana,0,326.14,7.02,0,5.86,0.13
6/1/21,USA-22,Louisiana,978,316.86,6.82,16,6.29,0.14
6/2/21,USA-22,Louisiana,641,348.57,7.5,3,4.71,0.1
6/3/21,USA-22,Louisiana,313,326.57,7.02,10,5,0.11
6/4/21,USA-22,Louisiana,364,328,7.06,10,5.57,0.12
6/5/21,USA-22,Louisiana,0,328,7.06,0,5.57,0.12
6/6/21,USA-22,Louisiana,0,328,7.06,0,5.57,0.12
6/7/21,USA-22,Louisiana,796,441.71,9.5,4,6.14,0.13
6/8/21,USA-22,Louisiana,102,316.57,6.81,3,4.29,0.09
6/9/21,USA-22,Louisiana,774,335.57,7.22,9,5.14,0.11
6/10/21,USA-22,Louisiana,473,358.43,7.71,7,4.71,0.1
6/11/21,USA-22,Louisiana,228,339,7.29,10,4.71,0.1
6/12/21,USA-22,Louisiana,0,339,7.29,0,4.71,0.1
6/13/21,USA-22,Louisiana,0,339,7.29,0,4.71,0.1
6/14/21,USA-22,Louisiana,554,304.43,6.55,7,5.14,0.11
6/15/21,USA-22,Louisiana,559,369.71,7.95,5,5.43,0.12
6/16/21,USA-22,Louisiana,325,305.57,6.57,10,5.57,0.12
3/11/20,USA-28,Mississippi,1,0.14,0,0,0,0
3/12/20,USA-28,Mississippi,0,0.14,0,0,0,0
3/13/20,USA-28,Mississippi,5,0.86,0.03,0,0,0
3/14/20,USA-28,Mississippi,0,0.86,0.03,0,0,0
3/15/20,USA-28,Mississippi,4,1.43,0.05,0,0,0
3/16/20,USA-28,Mississippi,2,1.71,0.06,0,0,0
3/17/20,USA-28,Mississippi,9,3,0.1,0,0,0
3/18/20,USA-28,Mississippi,13,4.71,0.16,0,0,0
3/19/20,USA-28,Mississippi,16,7,0.24,1,0.14,0
3/20/20,USA-28,Mississippi,30,10.57,0.36,0,0.14,0
3/21/20,USA-28,Mississippi,60,19.14,0.64,0,0.14,0
3/22/20,USA-28,Mississippi,67,28.14,0.95,0,0.14,0
3/23/20,USA-28,Mississippi,42,33.86,1.14,0,0.14,0
3/24/20,USA-28,Mississippi,71,42.71,1.44,0,0.14,0
3/25/20,USA-28,Mississippi,56,48.86,1.64,4,0.71,0.02
3/26/20,USA-28,Mississippi,110,62.29,2.09,1,0.71,0.02
3/27/20,USA-28,Mississippi,93,71.29,2.4,2,1,0.03
3/28/20,USA-28,Mississippi,90,75.57,2.54,5,1.71,0.06
3/29/20,USA-28,Mississippi,90,78.86,2.65,1,1.86,0.06
3/30/20,USA-28,Mississippi,89,85.57,2.88,2,2.14,0.07
3/31/20,USA-28,Mississippi,89,88.14,2.96,4,2.71,0.09
4/1/20,USA-28,Mississippi,136,99.57,3.35,2,2.43,0.08
4/2/20,USA-28,Mississippi,104,98.71,3.32,4,2.86,0.1
4/3/20,USA-28,Mississippi,181,111.29,3.74,3,3,0.1
4/4/20,USA-28,Mississippi,97,112.29,3.77,6,3.14,0.11
4/5/20,USA-28,Mississippi,183,125.57,4.22,8,4.14,0.14
4/6/20,USA-28,Mississippi,100,127.14,4.27,8,5,0.17
4/7/20,USA-28,Mississippi,177,139.71,4.69,8,5.57,0.19
4/8/20,USA-28,Mississippi,88,132.86,4.46,8,6.43,0.22
4/9/20,USA-28,Mississippi,257,154.71,5.2,9,7.14,0.24
4/10/20,USA-28,Mississippi,209,158.71,5.33,6,7.57,0.25
4/11/20,USA-28,Mississippi,173,169.57,5.7,11,8.29,0.28
4/12/20,USA-28,Mississippi,139,163.29,5.49,3,7.57,0.25
4/13/20,USA-28,Mississippi,161,172,5.78,2,6.71,0.23
4/14/20,USA-28,Mississippi,145,167.43,5.63,13,7.43,0.25
4/15/20,USA-28,Mississippi,273,193.86,6.51,11,7.86,0.26
4/16/20,USA-28,Mississippi,264,194.86,6.55,7,7.57,0.25
4/17/20,USA-28,Mississippi,169,189.14,6.36,11,8.29,0.28
4/18/20,USA-28,Mississippi,181,190.29,6.39,12,8.43,0.28
4/19/20,USA-28,Mississippi,300,213.29,7.17,7,9,0.3
4/20/20,USA-28,Mississippi,238,224.29,7.54,10,10.14,0.34
4/21/20,USA-28,Mississippi,204,232.71,7.82,14,10.29,0.35
4/22/20,USA-28,Mississippi,178,219.14,7.36,10,10.14,0.34
4/23/20,USA-28,Mississippi,259,218.43,7.34,8,10.29,0.35
4/24/20,USA-28,Mississippi,281,234.43,7.88,8,9.86,0.33
4/25/20,USA-28,Mississippi,284,249.14,8.37,12,9.86,0.33
4/26/20,USA-28,Mississippi,193,233.86,7.86,6,9.71,0.33
4/27/20,USA-28,Mississippi,183,226,7.59,2,8.57,0.29
4/28/20,USA-28,Mississippi,248,232.29,7.8,10,8,0.27
4/29/20,USA-28,Mississippi,227,239.29,8.04,11,8.14,0.27
4/30/20,USA-28,Mississippi,246,237.43,7.98,11,8.57,0.29
5/1/20,USA-28,Mississippi,397,254,8.53,20,10.29,0.35
5/2/20,USA-28,Mississippi,229,246.14,8.27,10,10,0.34
5/3/20,USA-28,Mississippi,109,234.14,7.87,12,10.86,0.36
5/4/20,USA-28,Mississippi,327,254.71,8.56,7,11.57,0.39
5/5/20,USA-28,Mississippi,330,266.43,8.95,32,14.71,0.49
5/6/20,USA-28,Mississippi,217,265,8.9,32,17.71,0.6
5/7/20,USA-28,Mississippi,262,267.29,8.98,22,19.29,0.65
5/8/20,USA-28,Mississippi,404,268.29,9.01,13,18.29,0.61
5/9/20,USA-28,Mississippi,288,276.71,9.3,12,18.57,0.62
5/10/20,USA-28,Mississippi,123,278.71,9.36,9,18.14,0.61
5/11/20,USA-28,Mississippi,173,256.71,8.63,5,17.86,0.6
5/12/20,USA-28,Mississippi,234,243,8.16,22,16.43,0.55
5/13/20,USA-28,Mississippi,182,238,8,8,13,0.44
5/14/20,USA-28,Mississippi,393,256.71,8.63,15,12,0.4
5/15/20,USA-28,Mississippi,318,244.43,8.21,13,12,0.4
5/16/20,USA-28,Mississippi,322,249.29,8.38,17,12.71,0.43
5/17/20,USA-28,Mississippi,173,256.43,8.62,11,13,0.44
5/18/20,USA-28,Mississippi,136,251.14,8.44,7,13.29,0.45
5/19/20,USA-28,Mississippi,272,256.57,8.62,26,13.86,0.47
5/20/20,USA-28,Mississippi,263,268.14,9.01,16,15,0.5
5/21/20,USA-28,Mississippi,255,248.43,8.35,10,14.29,0.48
5/22/20,USA-28,Mississippi,402,260.43,8.75,16,14.71,0.49
5/23/20,USA-28,Mississippi,381,268.86,9.03,20,15.14,0.51
5/24/20,USA-28,Mississippi,247,279.43,9.39,9,14.86,0.5
5/25/20,USA-28,Mississippi,206,289.43,9.72,10,15.29,0.51
5/26/20,USA-28,Mississippi,273,289.57,9.73,17,14,0.47
5/27/20,USA-28,Mississippi,313,296.71,9.97,18,14.29,0.48
5/28/20,USA-28,Mississippi,328,307.14,10.32,23,16.14,0.54
5/29/20,USA-28,Mississippi,418,309.43,10.4,17,16.29,0.55
5/30/20,USA-28,Mississippi,439,317.71,10.68,13,15.29,0.51
5/31/20,USA-28,Mississippi,272,321.29,10.8,11,15.57,0.52
6/1/20,USA-28,Mississippi,251,327.71,11.01,5,14.86,0.5
6/2/20,USA-28,Mississippi,268,327,10.99,28,16.43,0.55
6/3/20,USA-28,Mississippi,302,325.43,10.93,15,16,0.54
6/4/20,USA-28,Mississippi,238,312.57,10.5,12,14.43,0.48
6/5/20,USA-28,Mississippi,209,282.71,9.5,9,13.29,0.45
6/6/20,USA-28,Mississippi,265,257.86,8.66,8,12.57,0.42
6/7/20,USA-28,Mississippi,236,252.71,8.49,6,11.86,0.4
6/8/20,USA-28,Mississippi,498,288,9.68,20,14,0.47
6/9/20,USA-28,Mississippi,341,298.43,10.03,10,11.43,0.38
6/10/20,USA-28,Mississippi,374,308.71,10.37,21,12.29,0.41
6/11/20,USA-28,Mississippi,0,320.5,10.77,0,12.33,0.41
6/12/20,USA-28,Mississippi,608,387,13,13,13,0.44
6/13/20,USA-28,Mississippi,257,385.67,12.96,8,13,0.44
6/14/20,USA-28,Mississippi,168,374.33,12.58,2,12.33,0.41
6/15/20,USA-28,Mississippi,283,338.5,11.37,4,9.67,0.32
6/16/20,USA-28,Mississippi,353,340.5,11.44,20,11.33,0.38
6/17/20,USA-28,Mississippi,489,359.67,12.08,23,11.67,0.39
6/18/20,USA-28,Mississippi,381,362.71,12.19,5,10.71,0.36
6/19/20,USA-28,Mississippi,0,275.86,9.27,0,8.86,0.3
6/20/20,USA-28,Mississippi,0,239.14,8.04,0,7.71,0.26
6/21/20,USA-28,Mississippi,0,215.14,7.23,0,7.43,0.25
6/22/20,USA-28,Mississippi,1265,355.43,11.94,35,11.86,0.4
6/23/20,USA-28,Mississippi,611,392.29,13.18,11,10.57,0.36
6/24/20,USA-28,Mississippi,526,397.57,13.36,22,10.43,0.35
6/25/20,USA-28,Mississippi,1092,499.14,16.77,5,10.43,0.35
6/26/20,USA-28,Mississippi,550,577.71,19.41,6,11.29,0.38
6/27/20,USA-28,Mississippi,465,644.14,21.64,13,13.14,0.44
6/28/20,USA-28,Mississippi,368,696.71,23.41,4,13.71,0.46
6/29/20,USA-28,Mississippi,669,611.57,20.55,20,11.57,0.39
6/30/20,USA-28,Mississippi,680,621.43,20.88,14,12,0.4
7/1/20,USA-28,Mississippi,652,639.43,21.49,9,10.14,0.34
7/2/20,USA-28,Mississippi,870,607.71,20.42,10,10.86,0.36
7/3/20,USA-28,Mississippi,914,659.71,22.17,11,11.57,0.39
7/4/20,USA-28,Mississippi,990,734.71,24.69,4,10.29,0.35
7/5/20,USA-28,Mississippi,226,714.43,24.01,4,10.29,0.35
7/6/20,USA-28,Mississippi,357,669.86,22.51,3,7.86,0.26
7/7/20,USA-28,Mississippi,957,709.43,23.84,44,12.14,0.41
7/8/20,USA-28,Mississippi,674,712.57,23.94,30,15.14,0.51
7/9/20,USA-28,Mississippi,703,688.71,23.14,16,16,0.54
7/10/20,USA-28,Mississippi,1031,705.43,23.7,11,16,0.54
7/11/20,USA-28,Mississippi,797,677.86,22.78,15,17.57,0.59
7/12/20,USA-28,Mississippi,868,769.57,25.86,19,19.71,0.66
7/13/20,USA-28,Mississippi,393,774.71,26.03,1,19.43,0.65
7/14/20,USA-28,Mississippi,862,761.14,25.57,22,16.29,0.55
7/15/20,USA-28,Mississippi,1025,811.29,27.26,18,14.57,0.49
7/16/20,USA-28,Mississippi,1230,886.57,29.79,18,14.86,0.5
7/17/20,USA-28,Mississippi,1032,886.71,29.79,24,16.71,0.56
7/18/20,USA-28,Mississippi,1017,918.14,30.85,14,16.57,0.56
7/19/20,USA-28,Mississippi,792,907.29,30.49,9,15.14,0.51
7/20/20,USA-28,Mississippi,1251,1029.86,34.6,3,15.43,0.52
7/21/20,USA-28,Mississippi,1635,1140.29,38.31,31,16.71,0.56
7/22/20,USA-28,Mississippi,1547,1214.86,40.82,34,19,0.64
7/23/20,USA-28,Mississippi,982,1179.43,39.63,13,18.29,0.61
7/24/20,USA-28,Mississippi,1610,1262,42.4,27,18.71,0.63
7/25/20,USA-28,Mississippi,1434,1321.57,44.41,17,19.14,0.64
7/26/20,USA-28,Mississippi,1207,1380.86,46.4,15,20,0.67
7/27/20,USA-28,Mississippi,653,1295.43,43.53,6,20.43,0.69
7/28/20,USA-28,Mississippi,1342,1253.57,42.12,42,22,0.74
7/29/20,USA-28,Mississippi,1505,1247.57,41.92,20,20,0.67
7/30/20,USA-28,Mississippi,1775,1360.86,45.73,48,25,0.84
7/31/20,USA-28,Mississippi,1168,1297.71,43.6,52,28.57,0.96
8/1/20,USA-28,Mississippi,1134,1254.86,42.16,30,30.43,1.02
8/2/20,USA-28,Mississippi,672,1178.43,39.6,10,29.71,1
8/3/20,USA-28,Mississippi,572,1166.86,39.21,8,30,1.01
8/4/20,USA-28,Mississippi,1074,1128.57,37.92,42,30,1.01
8/5/20,USA-28,Mississippi,1245,1091.43,36.67,51,34.43,1.16
8/6/20,USA-28,Mississippi,956,974.43,32.74,21,30.57,1.03
8/7/20,USA-28,Mississippi,1036,955.57,32.11,23,26.43,0.89
8/8/20,USA-28,Mississippi,1210,966.43,32.47,26,25.86,0.87
8/9/20,USA-28,Mississippi,527,945.71,31.78,22,27.57,0.93
8/10/20,USA-28,Mississippi,476,932,31.32,16,28.71,0.96
8/11/20,USA-28,Mississippi,644,870.57,29.25,32,27.29,0.92
8/12/20,USA-28,Mississippi,1081,847.14,28.46,45,26.43,0.89
8/13/20,USA-28,Mississippi,612,798,26.81,22,26.57,0.89
8/14/20,USA-28,Mississippi,944,784.86,26.37,32,27.86,0.94
8/15/20,USA-28,Mississippi,825,729.86,24.52,37,29.43,0.99
8/16/20,USA-28,Mississippi,381,709,23.82,4,26.86,0.9
8/17/20,USA-28,Mississippi,276,680.43,22.86,11,26.14,0.88
8/18/20,USA-28,Mississippi,795,702,23.59,33,26.29,0.88
8/19/20,USA-28,Mississippi,1348,740.14,24.87,35,24.86,0.84
8/20/20,USA-28,Mississippi,894,780.43,26.22,27,25.57,0.86
8/21/20,USA-28,Mississippi,874,770.43,25.89,24,24.43,0.82
8/22/20,USA-28,Mississippi,945,787.57,26.46,23,22.43,0.75
8/23/20,USA-28,Mississippi,626,822.57,27.64,3,22.29,0.75
8/24/20,USA-28,Mississippi,511,856.14,28.77,8,21.86,0.73
8/25/20,USA-28,Mississippi,801,857,28.8,67,26.71,0.9
8/26/20,USA-28,Mississippi,904,793.57,26.66,58,30,1.01
8/27/20,USA-28,Mississippi,585,749.43,25.18,26,29.86,1
8/28/20,USA-28,Mississippi,599,710.14,23.86,14,28.43,0.96
8/29/20,USA-28,Mississippi,735,680.14,22.85,14,27.14,0.91
8/30/20,USA-28,Mississippi,647,683.14,22.95,14,28.71,0.96
8/31/20,USA-28,Mississippi,274,649.29,21.82,32,32.14,1.08
9/1/20,USA-28,Mississippi,634,625.43,21.01,20,25.43,0.85
9/2/20,USA-28,Mississippi,781,607.86,20.42,33,21.86,0.73
9/3/20,USA-28,Mississippi,751,631.57,21.22,10,19.57,0.66
9/4/20,USA-28,Mississippi,823,663.57,22.3,22,20.71,0.7
9/5/20,USA-28,Mississippi,539,635.57,21.36,11,20.29,0.68
9/6/20,USA-28,Mississippi,410,601.71,20.22,15,20.43,0.69
9/7/20,USA-28,Mississippi,242,597.14,20.06,1,16,0.54
9/8/20,USA-28,Mississippi,249,542.14,18.22,0,13.14,0.44
9/9/20,USA-28,Mississippi,426,491.43,16.51,38,13.86,0.47
9/10/20,USA-28,Mississippi,517,458,15.39,33,17.14,0.58
9/11/20,USA-28,Mississippi,853,462.29,15.53,14,16,0.54
9/12/20,USA-28,Mississippi,445,448.86,15.08,15,16.57,0.56
9/13/20,USA-28,Mississippi,254,426.57,14.33,12,16.14,0.54
9/14/20,USA-28,Mississippi,144,412.57,13.86,9,17.29,0.58
9/15/20,USA-28,Mississippi,505,449.14,15.09,28,21.29,0.72
9/16/20,USA-28,Mississippi,711,489.86,16.46,22,19,0.64
9/17/20,USA-28,Mississippi,701,516.14,17.34,24,17.71,0.6
9/18/20,USA-28,Mississippi,497,465.29,15.63,12,17.43,0.59
9/19/20,USA-28,Mississippi,655,495.29,16.64,17,17.71,0.6
9/20/20,USA-28,Mississippi,277,498.57,16.75,1,16.14,0.54
9/21/20,USA-28,Mississippi,192,505.43,16.98,0,14.86,0.5
9/22/20,USA-28,Mississippi,465,499.71,16.79,36,16,0.54
9/23/20,USA-28,Mississippi,552,477,16.03,24,16.29,0.55
9/24/20,USA-28,Mississippi,737,482.14,16.2,4,13.43,0.45
9/25/20,USA-28,Mississippi,722,514.29,17.28,20,14.57,0.49
9/26/20,USA-28,Mississippi,645,512.86,17.23,17,14.57,0.49
9/27/20,USA-28,Mississippi,182,499.29,16.78,8,15.57,0.52
9/28/20,USA-28,Mississippi,190,499,16.77,2,15.86,0.53
9/29/20,USA-28,Mississippi,589,516.71,17.36,36,15.86,0.53
9/30/20,USA-28,Mississippi,552,516.71,17.36,12,14.14,0.48
10/1/20,USA-28,Mississippi,696,510.86,17.17,10,15,0.5
10/2/20,USA-28,Mississippi,672,503.71,16.93,20,15,0.5
10/3/20,USA-28,Mississippi,609,498.57,16.75,12,14.29,0.48
10/4/20,USA-28,Mississippi,321,518.43,17.42,2,13.43,0.45
10/5/20,USA-28,Mississippi,215,522,17.54,0,13.14,0.44
10/6/20,USA-28,Mississippi,975,577.14,19.39,14,10,0.34
10/7/20,USA-28,Mississippi,563,578.71,19.45,24,11.71,0.39
10/8/20,USA-28,Mississippi,578,561.86,18.88,23,13.57,0.46
10/9/20,USA-28,Mississippi,862,589,19.79,6,11.57,0.39
10/10/20,USA-28,Mississippi,957,638.71,21.46,16,12.14,0.41
10/11/20,USA-28,Mississippi,294,634.86,21.33,5,12.57,0.42
10/12/20,USA-28,Mississippi,296,646.43,21.72,0,12.57,0.42
10/13/20,USA-28,Mississippi,713,609,20.46,14,12.57,0.42
10/14/20,USA-28,Mississippi,876,653.71,21.97,25,12.71,0.43
10/15/20,USA-28,Mississippi,1322,760,25.54,12,11.14,0.37
10/16/20,USA-28,Mississippi,1116,796.29,26.76,8,11.43,0.38
10/17/20,USA-28,Mississippi,751,766.86,25.77,11,10.71,0.36
10/18/20,USA-28,Mississippi,233,758.14,25.47,0,10,0.34
10/19/20,USA-28,Mississippi,353,766.29,25.75,0,10,0.34
10/20/20,USA-28,Mississippi,730,768.71,25.83,31,12.43,0.42
10/21/20,USA-28,Mississippi,801,758,25.47,21,11.86,0.4
10/22/20,USA-28,Mississippi,958,706,23.72,8,11.29,0.38
10/23/20,USA-28,Mississippi,795,660.14,22.18,7,11.14,0.37
10/24/20,USA-28,Mississippi,1212,726,24.39,17,12,0.4
10/25/20,USA-28,Mississippi,0,692.71,23.28,0,12,0.4
10/26/20,USA-28,Mississippi,675,738.71,24.82,8,13.14,0.44
10/27/20,USA-28,Mississippi,854,756.43,25.42,20,11.57,0.39
10/28/20,USA-28,Mississippi,1000,784.86,26.37,19,11.29,0.38
10/29/20,USA-28,Mississippi,970,786.57,26.43,8,11.29,0.38
10/30/20,USA-28,Mississippi,749,780,26.21,18,12.86,0.43
10/31/20,USA-28,Mississippi,824,724.57,24.35,6,11.29,0.38
11/1/20,USA-28,Mississippi,340,773.14,25.98,14,13.29,0.45
11/2/20,USA-28,Mississippi,365,728.86,24.49,0,12.14,0.41
11/3/20,USA-28,Mississippi,644,698.86,23.48,36,14.43,0.48
11/4/20,USA-28,Mississippi,766,665.43,22.36,13,13.57,0.46
11/5/20,USA-28,Mississippi,1612,757.14,25.44,8,13.57,0.46
11/6/20,USA-28,Mississippi,967,788.29,26.49,14,13,0.44
11/7/20,USA-28,Mississippi,1031,817.86,27.48,14,14.14,0.48
11/8/20,USA-28,Mississippi,804,884.14,29.71,10,13.57,0.46
11/9/20,USA-28,Mississippi,516,905.71,30.43,0,13.57,0.46
11/10/20,USA-28,Mississippi,933,947,31.82,37,13.71,0.46
11/11/20,USA-28,Mississippi,1256,1017,34.17,17,14.29,0.48
11/12/20,USA-28,Mississippi,1271,968.29,32.53,17,15.57,0.52
11/13/20,USA-28,Mississippi,1305,1016.57,34.16,5,14.29,0.48
11/14/20,USA-28,Mississippi,1370,1065,35.78,21,15.29,0.51
11/15/20,USA-28,Mississippi,969,1088.57,36.58,3,14.29,0.48
11/16/20,USA-28,Mississippi,589,1099,36.93,2,14.57,0.49
11/17/20,USA-28,Mississippi,905,1095,36.79,36,14.43,0.48
11/18/20,USA-28,Mississippi,1593,1143.14,38.41,20,14.86,0.5
11/19/20,USA-28,Mississippi,1395,1160.86,39.01,18,15,0.5
11/20/20,USA-28,Mississippi,1638,1208.43,40.6,23,17.57,0.59
11/21/20,USA-28,Mississippi,1972,1294.43,43.49,15,16.71,0.56
11/22/20,USA-28,Mississippi,779,1267.29,42.58,19,19,0.64
11/23/20,USA-28,Mississippi,699,1283,43.11,0,18.71,0.63
11/24/20,USA-28,Mississippi,665,1248.71,41.96,53,21.14,0.71
11/25/20,USA-28,Mississippi,1092,1177.14,39.55,16,20.57,0.69
11/26/20,USA-28,Mississippi,1746,1227.29,41.24,18,20.57,0.69
11/27/20,USA-28,Mississippi,1005,1136.86,38.2,6,18.14,0.61
11/28/20,USA-28,Mississippi,1553,1077,36.19,10,17.43,0.59
11/29/20,USA-28,Mississippi,1845,1229.29,41.3,27,18.57,0.62
11/30/20,USA-28,Mississippi,1485,1341.57,45.08,1,18.71,0.63
12/1/20,USA-28,Mississippi,1141,1409.57,47.36,29,15.29,0.51
12/2/20,USA-28,Mississippi,2457,1604.57,53.91,15,15.14,0.51
12/3/20,USA-28,Mississippi,2168,1664.86,55.94,28,16.57,0.56
12/4/20,USA-28,Mississippi,2480,1875.57,63.02,37,21,0.71
12/5/20,USA-28,Mississippi,1942,1931.14,64.89,33,24.29,0.82
12/6/20,USA-28,Mississippi,1473,1878,63.1,12,22.14,0.74
12/7/20,USA-28,Mississippi,1263,1846.29,62.04,0,22,0.74
12/8/20,USA-28,Mississippi,1732,1930.71,64.87,56,25.86,0.87
12/9/20,USA-28,Mississippi,2746,1972,66.26,24,27.14,0.91
12/10/20,USA-28,Mississippi,2283,1988.43,66.81,42,29.14,0.98
12/11/20,USA-28,Mississippi,2327,1966.57,66.08,41,29.71,1
12/12/20,USA-28,Mississippi,2665,2069.86,69.55,56,33,1.11
12/13/20,USA-28,Mississippi,1500,2073.71,69.68,19,34,1.14
12/14/20,USA-28,Mississippi,1648,2128.71,71.53,5,34.71,1.17
12/15/20,USA-28,Mississippi,2205,2196.29,73.8,48,33.57,1.13
12/16/20,USA-28,Mississippi,2343,2138.71,71.86,42,36.14,1.21
12/17/20,USA-28,Mississippi,2261,2135.57,71.76,26,33.86,1.14
12/18/20,USA-28,Mississippi,2507,2161.29,72.62,34,32.86,1.1
12/19/20,USA-28,Mississippi,1700,2023.43,67.99,36,30,1.01
12/20/20,USA-28,Mississippi,2222,2126.57,71.45,19,30,1.01
12/21/20,USA-28,Mississippi,1167,2057.86,69.14,2,29.57,0.99
12/22/20,USA-28,Mississippi,2191,2055.86,69.08,79,34,1.14
12/23/20,USA-28,Mississippi,2634,2097.43,70.47,43,34.14,1.15
12/24/20,USA-28,Mississippi,2326,2106.71,70.79,23,33.71,1.13
12/25/20,USA-28,Mississippi,1527,1966.71,66.08,6,29.71,1
12/26/20,USA-28,Mississippi,845,1844.57,61.98,3,25,0.84
12/27/20,USA-28,Mississippi,1365,1722.14,57.86,41,28.14,0.95
12/28/20,USA-28,Mississippi,1701,1798.43,60.43,28,31.86,1.07
12/29/20,USA-28,Mississippi,1943,1763,59.24,85,32.71,1.1
12/30/20,USA-28,Mississippi,3023,1818.57,61.1,28,30.57,1.03
12/31/20,USA-28,Mississippi,2756,1880,63.17,40,33,1.11
1/1/21,USA-28,Mississippi,2575,2029.71,68.2,29,36.29,1.22
1/2/21,USA-28,Mississippi,1891,2179.14,73.22,24,39.29,1.32
1/3/21,USA-28,Mississippi,1784,2239,75.23,31,37.86,1.27
1/4/21,USA-28,Mississippi,1616,2226.86,74.82,13,35.71,1.2
1/5/21,USA-28,Mississippi,1767,2201.71,73.98,91,36.57,1.23
1/6/21,USA-28,Mississippi,2791,2168.57,72.87,38,38,1.28
1/7/21,USA-28,Mississippi,3255,2239.86,75.26,48,39.14,1.32
1/8/21,USA-28,Mississippi,2175,2182.71,73.34,40,40.71,1.37
1/9/21,USA-28,Mississippi,3203,2370.14,79.64,45,43.71,1.47
