date,geoid,state,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k
3/24/20,USA-22,Louisiana,216,170.29,3.66,12,5.86,0.13
3/25/20,USA-22,Louisiana,407,216.43,4.66,19,8.29,0.18
3/26/20,USA-22,Louisiana,510,273.29,5.88,18,10.43,0.22
3/27/20,USA-22,Louisiana,441,315.57,6.79,36,15.57,0.33
3/28/20,USA-22,Louisiana,569,364.57,7.84,18,17.29,0.37
3/29/20,USA-22,Louisiana,224,386,8.3,16,19,0.41
3/30/20,USA-22,Louisiana,485,407.43,8.76,33,21.71,0.47
3/31/20,USA-22,Louisiana,1213,549.86,11.83,54,27.71,0.6
4/1/20,USA-22,Louisiana,1187,661.29,14.22,35,30,0.65
4/2/20,USA-22,Louisiana,2728,978.14,21.04,35,32.43,0.7
4/3/20,USA-22,Louisiana,1147,1079,23.21,60,35.86,0.77
4/4/20,USA-22,Louisiana,2201,1312.14,28.23,42,39.29,0.85
4/5/20,USA-22,Louisiana,514,1353.57,29.12,65,46.29,1
4/6/20,USA-22,Louisiana,1853,1549,33.32,35,46.57,1
4/7/20,USA-22,Louisiana,1417,1578.14,33.95,70,48.86,1.05
4/8/20,USA-22,Louisiana,746,1515.14,32.59,70,53.86,1.16
4/9/20,USA-22,Louisiana,1253,1304.43,28.06,50,56,1.2
4/10/20,USA-22,Louisiana,970,1279.14,27.52,53,55,1.18
4/11/20,USA-22,Louisiana,761,1073.43,23.09,51,56.29,1.21
4/12/20,USA-22,Louisiana,581,1083,23.3,34,51.86,1.12
4/13/20,USA-22,Louisiana,421,878.43,18.9,44,53.14,1.14
4/14/20,USA-22,Louisiana,502,747.71,16.08,129,61.57,1.32
4/15/20,USA-22,Louisiana,433,703,15.12,90,64.43,1.39
4/16/20,USA-22,Louisiana,581,607,13.06,53,64.86,1.4
4/17/20,USA-22,Louisiana,586,552.14,11.88,57,65.43,1.41
4/18/20,USA-22,Louisiana,462,509.43,10.96,54,65.86,1.42
4/19/20,USA-22,Louisiana,348,476.14,10.24,29,65.14,1.4
4/20/20,USA-22,Louisiana,595,501,10.78,32,63.43,1.36
4/21/20,USA-22,Louisiana,331,476.57,10.25,77,56,1.2
4/22/20,USA-22,Louisiana,463,480.86,10.34,127,61.29,1.32
4/23/20,USA-22,Louisiana,481,466.57,10.04,67,63.29,1.36
4/24/20,USA-22,Louisiana,401,440.14,9.47,61,63.86,1.37
4/25/20,USA-22,Louisiana,372,427.29,9.19,43,62.29,1.34
4/26/20,USA-22,Louisiana,261,414.86,8.92,26,61.86,1.33
4/27/20,USA-22,Louisiana,279,369.71,7.95,11,58.86,1.27
4/28/20,USA-22,Louisiana,218,353.57,7.61,61,56.57,1.22
4/29/20,USA-22,Louisiana,374,340.86,7.33,44,44.71,0.96
4/30/20,USA-22,Louisiana,341,320.86,6.9,60,43.71,0.94
5/1/20,USA-22,Louisiana,710,365,7.85,65,44.29,0.95
5/2/20,USA-22,Louisiana,429,373.14,8.03,23,41.43,0.89
5/3/20,USA-22,Louisiana,200,364.43,7.84,19,40.43,0.87
5/4/20,USA-22,Louisiana,363,376.43,8.1,52,46.29,1
5/5/20,USA-22,Louisiana,323,391.43,8.42,51,44.86,0.96
5/6/20,USA-22,Louisiana,403,395.57,8.51,52,46,0.99
5/7/20,USA-22,Louisiana,253,383,8.24,41,43.29,0.93
5/8/20,USA-22,Louisiana,203,310.57,6.68,19,36.71,0.79
5/9/20,USA-22,Louisiana,562,329.57,7.09,40,39.14,0.84
5/10/20,USA-22,Louisiana,183,327.14,7.04,19,39.14,0.84
5/11/20,USA-22,Louisiana,208,305,6.56,22,34.86,0.75
5/12/20,USA-22,Louisiana,235,292.43,6.29,39,33.14,0.71
5/13/20,USA-22,Louisiana,612,322.29,6.93,34,30.57,0.66
5/14/20,USA-22,Louisiana,827,404.29,8.7,36,29.86,0.64
5/15/20,USA-22,Louisiana,348,425,9.14,31,31.57,0.68
5/16/20,USA-22,Louisiana,280,384.71,8.28,31,30.29,0.65
5/17/20,USA-22,Louisiana,315,403.57,8.68,12,29.29,0.63
5/18/20,USA-22,Louisiana,334,421.57,9.07,72,36.43,0.78
5/19/20,USA-22,Louisiana,329,435,9.36,18,33.43,0.72
5/20/20,USA-22,Louisiana,278,387.29,8.33,27,32.43,0.7
5/21/20,USA-22,Louisiana,1188,438.86,9.44,21,30.29,0.65
5/22/20,USA-22,Louisiana,421,449.29,9.66,40,31.57,0.68
5/23/20,USA-22,Louisiana,117,426,9.16,14,29.14,0.63
5/24/20,USA-22,Louisiana,128,399.29,8.59,7,28.43,0.61
5/25/20,USA-22,Louisiana,623,440.57,9.48,0,18.14,0.39
5/26/20,USA-22,Louisiana,336,441.57,9.5,11,17.14,0.37
5/27/20,USA-22,Louisiana,442,465,10,21,16.29,0.35
5/28/20,USA-22,Louisiana,213,325.71,7.01,18,15.86,0.34
5/29/20,USA-22,Louisiana,0,265.57,5.71,26,13.86,0.3
5/30/20,USA-22,Louisiana,775,359.57,7.73,19,14.57,0.31
5/31/20,USA-22,Louisiana,339,389.71,8.38,6,14.43,0.31
6/1/20,USA-22,Louisiana,431,362.29,7.79,10,15.86,0.34
6/2/20,USA-22,Louisiana,405,372.14,8.01,34,19.14,0.41
6/3/20,USA-22,Louisiana,387,364.29,7.84,35,21.14,0.45
6/4/20,USA-22,Louisiana,429,395.14,8.5,13,20.43,0.44
6/5/20,USA-22,Louisiana,427,456.14,9.81,29,20.86,0.45
6/6/20,USA-22,Louisiana,497,416.43,8.96,13,20,0.43
6/7/20,USA-22,Louisiana,330,415.14,8.93,11,20.71,0.45
6/8/20,USA-22,Louisiana,236,387.29,8.33,8,20.43,0.44
6/9/20,USA-22,Louisiana,562,409.71,8.81,13,17.43,0.37
6/10/20,USA-22,Louisiana,418,414.14,8.91,11,14,0.3
6/11/20,USA-22,Louisiana,442,416,8.95,19,14.86,0.32
6/12/20,USA-22,Louisiana,523,429.71,9.24,9,12,0.26
6/13/20,USA-22,Louisiana,1288,542.71,11.67,8,11.29,0.24
6/14/20,USA-22,Louisiana,336,543.57,11.69,10,11.14,0.24
6/15/20,USA-22,Louisiana,552,588.71,12.66,4,10.57,0.23
6/16/20,USA-22,Louisiana,534,584.71,12.58,24,12.14,0.26
6/17/20,USA-22,Louisiana,928,657.57,14.14,20,13.43,0.29
6/18/20,USA-22,Louisiana,760,703,15.12,7,11.71,0.25
6/19/20,USA-22,Louisiana,-879,733,15.77,15,12.57,0.27
6/20/20,USA-22,Louisiana,870,663.33,14.27,20,14.29,0.31
6/21/20,USA-22,Louisiana,393,672.83,14.47,1,13,0.28
6/22/20,USA-22,Louisiana,462,657.83,14.15,12,14.14,0.3
6/23/20,USA-22,Louisiana,1356,794.83,17.1,17,13.14,0.28
6/24/20,USA-22,Louisiana,882,787.17,16.93,18,12.86,0.28
6/25/20,USA-22,Louisiana,938,816.83,17.57,12,13.57,0.29
6/26/20,USA-22,Louisiana,1354,893.57,19.22,26,15.14,0.33
6/27/20,USA-22,Louisiana,0,769.29,16.55,0,12.29,0.26
6/28/20,USA-22,Louisiana,1467,922.71,19.85,9,13.43,0.29
6/29/20,USA-22,Louisiana,840,976.71,21.01,0,11.71,0.25
6/30/20,USA-22,Louisiana,1014,927.86,19.96,22,12.43,0.27
7/1/20,USA-22,Louisiana,2083,1099.43,23.65,17,12.29,0.26
7/2/20,USA-22,Louisiana,1383,1163,25.02,17,13,0.28
7/3/20,USA-22,Louisiana,1728,1216.43,26.17,23,12.57,0.27
7/4/20,USA-22,Louisiana,0,1216.43,26.17,0,12.57,0.27
7/5/20,USA-22,Louisiana,1937,1283.57,27.61,10,12.71,0.27
7/6/20,USA-22,Louisiana,1101,1320.86,28.41,8,13.86,0.3
7/7/20,USA-22,Louisiana,1936,1452.57,31.25,23,14,0.3
7/8/20,USA-22,Louisiana,1888,1424.71,30.65,20,14.43,0.31
7/9/20,USA-22,Louisiana,1843,1490.43,32.06,16,14.29,0.31
7/10/20,USA-22,Louisiana,2642,1621,34.87,25,14.57,0.31
7/11/20,USA-22,Louisiana,2167,1930.57,41.53,23,17.86,0.38
7/12/20,USA-22,Louisiana,1319,1842.29,39.63,13,18.29,0.39
7/13/20,USA-22,Louisiana,1705,1928.57,41.49,7,18.14,0.39
7/14/20,USA-22,Louisiana,2215,1968.43,42.34,22,18,0.39
7/15/20,USA-22,Louisiana,2091,1997.43,42.97,16,17.43,0.37
7/16/20,USA-22,Louisiana,2280,2059.86,44.31,24,18.57,0.4
7/17/20,USA-22,Louisiana,2179,1993.71,42.89,24,18.43,0.4
7/18/20,USA-22,Louisiana,0,1684.14,36.23,0,15.14,0.33
7/19/20,USA-22,Louisiana,3116,1940.86,41.75,34,18.14,0.39
7/20/20,USA-22,Louisiana,3186,2152.43,46.3,29,21.29,0.46
7/21/20,USA-22,Louisiana,1691,2077.57,44.69,36,23.29,0.5
7/22/20,USA-22,Louisiana,2773,2175,46.79,62,29.86,0.64
7/23/20,USA-22,Louisiana,2296,2177.29,46.84,16,28.71,0.62
7/24/20,USA-22,Louisiana,2084,2163.71,46.54,29,29.43,0.63
7/25/20,USA-22,Louisiana,0,2163.71,46.54,0,29.43,0.63
7/26/20,USA-22,Louisiana,3840,2267.14,48.77,48,31.43,0.68
7/27/20,USA-22,Louisiana,2343,2146.71,46.18,23,30.57,0.66
7/28/20,USA-22,Louisiana,1121,2065.29,44.43,26,29.14,0.63
7/29/20,USA-22,Louisiana,1737,1917.29,41.24,71,30.43,0.65
7/30/20,USA-22,Louisiana,1708,1833.29,39.44,42,34.14,0.73
7/31/20,USA-22,Louisiana,1799,1792.57,38.56,24,33.43,0.72
8/1/20,USA-22,Louisiana,0,1792.57,38.56,0,33.43,0.72
8/2/20,USA-22,Louisiana,3467,1739.29,37.41,58,34.86,0.75
8/3/20,USA-22,Louisiana,1099,1561.57,33.59,17,34,0.73
8/4/20,USA-22,Louisiana,3615,1917.86,41.25,27,34.14,0.73
8/5/20,USA-22,Louisiana,1486,1882,40.48,45,30.43,0.65
8/6/20,USA-22,Louisiana,1303,1824.14,39.24,50,31.57,0.68
8/7/20,USA-22,Louisiana,1500,1781.43,38.32,61,36.86,0.79
8/8/20,USA-22,Louisiana,0,1781.43,38.32,0,36.86,0.79
8/9/20,USA-22,Louisiana,2653,1665.14,35.82,56,36.57,0.79
8/10/20,USA-22,Louisiana,562,1588.43,34.17,24,37.57,0.81
8/11/20,USA-22,Louisiana,1164,1238.29,26.64,26,37.43,0.81
8/12/20,USA-22,Louisiana,1184,1195.14,25.71,48,37.86,0.81
8/13/20,USA-22,Louisiana,1135,1171.14,25.19,41,36.57,0.79
8/14/20,USA-22,Louisiana,1298,1142.29,24.57,28,31.86,0.69
8/15/20,USA-22,Louisiana,0,1142.29,24.57,0,31.86,0.69
8/16/20,USA-22,Louisiana,1181,932,20.05,77,34.86,0.75
8/17/20,USA-22,Louisiana,567,932.71,20.06,19,34.14,0.73
8/18/20,USA-22,Louisiana,640,857.86,18.45,28,34.43,0.74
8/19/20,USA-22,Louisiana,796,802.43,17.26,55,35.43,0.76
8/20/20,USA-22,Louisiana,918,771.43,16.59,28,33.57,0.72
8/21/20,USA-22,Louisiana,899,714.43,15.37,50,36.71,0.79
8/22/20,USA-22,Louisiana,0,714.43,15.37,0,36.71,0.79
8/23/20,USA-22,Louisiana,1223,720.43,15.5,59,34.14,0.73
8/24/20,USA-22,Louisiana,623,728.43,15.67,18,34,0.73
8/25/20,USA-22,Louisiana,550,715.57,15.39,33,34.71,0.75
8/26/20,USA-22,Louisiana,1404,702.17,15.1,54,34.57,0.74
8/27/20,USA-22,Louisiana,677,662,14.24,23,33.86,0.73
8/28/20,USA-22,Louisiana,606,613.17,13.19,30,31,0.67
8/29/20,USA-22,Louisiana,0,613.17,13.19,0,31,0.67
8/30/20,USA-22,Louisiana,1624,680,14.63,27,26.43,0.57
8/31/20,USA-22,Louisiana,326,630.5,13.56,19,26.57,0.57
9/1/20,USA-22,Louisiana,689,653.67,14.06,34,26.71,0.57
9/2/20,USA-22,Louisiana,1151,724.71,15.59,20,21.86,0.47
9/3/20,USA-22,Louisiana,813,744.14,16.01,17,21,0.45
9/4/20,USA-22,Louisiana,822,775,16.67,14,18.71,0.4
9/5/20,USA-22,Louisiana,0,775,16.67,0,18.71,0.4
9/6/20,USA-22,Louisiana,1395,742.29,15.97,58,23.14,0.5
9/7/20,USA-22,Louisiana,309,739.86,15.92,12,22.14,0.48
9/8/20,USA-22,Louisiana,256,678,14.58,13,19.14,0.41
9/9/20,USA-22,Louisiana,1561,736.57,15.84,22,19.43,0.42
9/10/20,USA-22,Louisiana,464,686.71,14.77,21,20,0.43
9/11/20,USA-22,Louisiana,755,677.14,14.57,41,23.86,0.51
9/12/20,USA-22,Louisiana,0,677.14,14.57,0,23.86,0.51
9/13/20,USA-22,Louisiana,1281,660.86,14.22,33,20.29,0.44
9/14/20,USA-22,Louisiana,492,687,14.78,17,21,0.45
9/15/20,USA-22,Louisiana,371,703.43,15.13,26,22.86,0.49
9/16/20,USA-22,Louisiana,612,567.86,12.22,16,22,0.47
9/17/20,USA-22,Louisiana,478,569.86,12.26,17,21.43,0.46
9/18/20,USA-22,Louisiana,979,601.86,12.95,29,19.71,0.42
9/19/20,USA-22,Louisiana,0,601.86,12.95,0,19.71,0.42
9/20/20,USA-22,Louisiana,936,552.57,11.89,26,18.71,0.4
9/21/20,USA-22,Louisiana,243,517,11.12,9,17.57,0.38
9/22/20,USA-22,Louisiana,752,571.43,12.29,11,15.43,0.33
9/23/20,USA-22,Louisiana,616,572,12.3,21,16.14,0.35
9/24/20,USA-22,Louisiana,577,586.14,12.61,16,16,0.34
9/25/20,USA-22,Louisiana,706,547.14,11.77,21,14.86,0.32
9/26/20,USA-22,Louisiana,0,547.14,11.77,0,14.86,0.32
9/27/20,USA-22,Louisiana,923,545.29,11.73,21,14.14,0.3
9/28/20,USA-22,Louisiana,240,544.86,11.72,15,15,0.32
9/29/20,USA-22,Louisiana,533,513.57,11.05,10,14.86,0.32
9/30/20,USA-22,Louisiana,610,512.71,11.03,21,14.86,0.32
10/1/20,USA-22,Louisiana,551,509,10.95,8,13.71,0.3
10/2/20,USA-22,Louisiana,817,524.86,11.29,26,14.43,0.31
10/3/20,USA-22,Louisiana,0,524.86,11.29,0,14.43,0.31
10/4/20,USA-22,Louisiana,893,520.57,11.2,32,16,0.34
10/5/20,USA-22,Louisiana,218,517.43,11.13,9,15.14,0.33
10/6/20,USA-22,Louisiana,532,517.29,11.13,6,14.57,0.31
10/7/20,USA-22,Louisiana,2156,738.14,15.88,12,13.29,0.29
10/8/20,USA-22,Louisiana,524,734.29,15.8,5,12.86,0.28
10/9/20,USA-22,Louisiana,257,654.29,14.07,26,12.86,0.28
10/10/20,USA-22,Louisiana,0,654.29,14.07,0,12.86,0.28
10/11/20,USA-22,Louisiana,1181,695.43,14.96,20,11.14,0.24
10/12/20,USA-22,Louisiana,60,672.86,14.47,14,11.86,0.26
10/13/20,USA-22,Louisiana,682,694.29,14.93,10,12.43,0.27
10/14/20,USA-22,Louisiana,880,512,11.01,16,13,0.28
10/15/20,USA-22,Louisiana,743,543.29,11.69,12,14,0.3
10/16/20,USA-22,Louisiana,774,617.14,13.28,20,13.14,0.28
10/17/20,USA-22,Louisiana,0,617.14,13.28,0,13.14,0.28
10/18/20,USA-22,Louisiana,1143,611.71,13.16,23,13.57,0.29
10/19/20,USA-22,Louisiana,201,631.86,13.59,16,13.86,0.3
10/20/20,USA-22,Louisiana,699,634.29,13.64,6,13.29,0.29
10/21/20,USA-22,Louisiana,1363,703.29,15.13,18,13.57,0.29
10/22/20,USA-22,Louisiana,772,707.43,15.22,9,13.14,0.28
10/23/20,USA-22,Louisiana,699,696.71,14.99,21,13.29,0.29
10/24/20,USA-22,Louisiana,0,696.71,14.99,0,13.29,0.29
10/25/20,USA-22,Louisiana,972,672.29,14.46,17,12.43,0.27
10/26/20,USA-22,Louisiana,227,676,14.54,17,12.57,0.27
10/27/20,USA-22,Louisiana,922,707.86,15.23,18,14.29,0.31
10/28/20,USA-22,Louisiana,1098,670,14.41,18,14.29,0.31
10/29/20,USA-22,Louisiana,394,616,13.25,18,15.57,0.33
10/30/20,USA-22,Louisiana,433,578,12.43,11,14.14,0.3
10/31/20,USA-22,Louisiana,0,578,12.43,0,14.14,0.3
11/1/20,USA-22,Louisiana,1071,592.14,12.74,7,12.71,0.27
11/2/20,USA-22,Louisiana,275,599,12.89,8,11.43,0.25
11/3/20,USA-22,Louisiana,1153,632,13.59,17,11.29,0.24
11/4/20,USA-22,Louisiana,1016,620.29,13.34,24,12.14,0.26
11/5/20,USA-22,Louisiana,681,661.29,14.22,20,12.43,0.27
11/6/20,USA-22,Louisiana,870,723.71,15.57,21,13.86,0.3
11/7/20,USA-22,Louisiana,0,723.71,15.57,0,13.86,0.3
11/8/20,USA-22,Louisiana,1266,751.57,16.17,20,15.71,0.34
11/9/20,USA-22,Louisiana,391,768.14,16.52,12,16.29,0.35
11/10/20,USA-22,Louisiana,1330,793.43,17.07,10,15.29,0.33
11/11/20,USA-22,Louisiana,0,648.29,13.95,0,11.86,0.26
11/12/20,USA-22,Louisiana,3829,1098,23.62,39,14.57,0.31
11/13/20,USA-22,Louisiana,3450,1466.57,31.55,24,15,0.32
11/14/20,USA-22,Louisiana,0,1466.57,31.55,0,15,0.32
11/15/20,USA-22,Louisiana,2532,1647.43,35.44,11,13.71,0.3
11/16/20,USA-22,Louisiana,546,1669.57,35.91,7,13,0.28
11/17/20,USA-22,Louisiana,2626,1854.71,39.9,17,14,0.3
11/18/20,USA-22,Louisiana,2229,2173.14,46.75,28,18,0.39
11/19/20,USA-22,Louisiana,2052,1919.29,41.29,15,14.57,0.31
11/20/20,USA-22,Louisiana,4743,2104,45.26,34,16,0.34
11/21/20,USA-22,Louisiana,0,2104,45.26,0,16,0.34
11/22/20,USA-22,Louisiana,3483,2239.86,48.18,27,18.29,0.39
11/23/20,USA-22,Louisiana,968,2300.14,49.48,24,20.71,0.45
11/24/20,USA-22,Louisiana,3243,2388.29,51.37,39,23.86,0.51
11/25/20,USA-22,Louisiana,1235,2246.29,48.32,27,23.71,0.51
11/26/20,USA-22,Louisiana,0,1953.14,42.01,0,21.57,0.46
11/27/20,USA-22,Louisiana,4964,1984.71,42.69,41,22.57,0.49
11/28/20,USA-22,Louisiana,0,1984.71,42.69,0,22.57,0.49
11/29/20,USA-22,Louisiana,1643,1721.86,37.04,16,21,0.45
11/30/20,USA-22,Louisiana,169,1607.71,34.58,13,19.43,0.42
12/1/20,USA-22,Louisiana,5326,1905.29,40.98,35,18.86,0.41
12/2/20,USA-22,Louisiana,3595,2242.43,48.24,46,21.57,0.46
12/3/20,USA-22,Louisiana,2743,2634.29,56.67,23,24.86,0.53
12/4/20,USA-22,Louisiana,3099,2367.86,50.93,24,22.43,0.48
12/5/20,USA-22,Louisiana,0,2367.86,50.93,0,22.43,0.48
12/6/20,USA-22,Louisiana,3946,2696.86,58.01,36,25.29,0.54
12/7/20,USA-22,Louisiana,1013,2817.43,60.61,23,26.71,0.57
12/8/20,USA-22,Louisiana,2426,2403.14,51.69,45,28.14,0.61
12/9/20,USA-22,Louisiana,4352,2511.29,54.02,32,26.14,0.56
12/10/20,USA-22,Louisiana,2415,2464.43,53.01,40,28.57,0.61
12/11/20,USA-22,Louisiana,2862,2430.57,52.28,43,31.29,0.67
12/12/20,USA-22,Louisiana,0,2430.57,52.28,0,31.29,0.67
12/13/20,USA-22,Louisiana,4422,2498.57,53.75,51,33.43,0.72
12/14/20,USA-22,Louisiana,1030,2501,53.8,27,34,0.73
12/15/20,USA-22,Louisiana,2633,2530.57,54.44,50,34.71,0.75
12/16/20,USA-22,Louisiana,3269,2375.86,51.11,38,35.57,0.77
12/17/20,USA-22,Louisiana,3776,2570.29,55.29,31,34.29,0.74
12/18/20,USA-22,Louisiana,3113,2606.14,56.06,30,32.43,0.7
12/19/20,USA-22,Louisiana,0,2606.14,56.06,0,32.43,0.7
12/20/20,USA-22,Louisiana,3711,2504.57,53.88,48,32,0.69
12/21/20,USA-22,Louisiana,1116,2516.86,54.14,65,37.43,0.81
12/22/20,USA-22,Louisiana,3699,2669.14,57.42,51,37.57,0.81
12/23/20,USA-22,Louisiana,2974,2627,56.51,68,41.86,0.9
12/24/20,USA-22,Louisiana,2565,2454,52.79,46,44,0.95
12/25/20,USA-22,Louisiana,0,2009.29,43.22,0,39.71,0.85
12/26/20,USA-22,Louisiana,0,2009.29,43.22,0,39.71,0.85
12/27/20,USA-22,Louisiana,3223,1939.57,41.72,19,35.57,0.77
12/28/20,USA-22,Louisiana,817,1896.86,40.8,45,32.71,0.7
12/29/20,USA-22,Louisiana,3946,1932.14,41.56,61,34.14,0.73
12/30/20,USA-22,Louisiana,6744,2470.71,53.15,51,31.71,0.68
12/31/20,USA-22,Louisiana,4046,2682.29,57.7,40,30.86,0.66
1/1/21,USA-22,Louisiana,0,2682.29,57.7,0,30.86,0.66
1/2/21,USA-22,Louisiana,0,2682.29,57.7,0,30.86,0.66
1/3/21,USA-22,Louisiana,5783,3048,65.57,49,35.14,0.76
1/4/21,USA-22,Louisiana,1123,3091.71,66.51,48,35.57,0.77
1/5/21,USA-22,Louisiana,4467,3166.14,68.11,50,34,0.73
1/6/21,USA-22,Louisiana,6876,3185,68.51,46,33.29,0.72
1/7/21,USA-22,Louisiana,4530,3254.14,70,47,34.29,0.74
1/8/21,USA-22,Louisiana,3377,3736.57,80.38,105,49.29,1.06
1/9/21,USA-22,Louisiana,0,3736.57,80.38,0,49.29,1.06
1/10/21,USA-22,Louisiana,5398,3681.57,79.19,40,48,1.03
1/11/21,USA-22,Louisiana,1405,3721.86,80.06,45,47.57,1.02
1/12/21,USA-22,Louisiana,4705,3755.86,80.79,53,48,1.03
1/13/21,USA-22,Louisiana,2896,3187.29,68.56,51,48.71,1.05
1/14/21,USA-22,Louisiana,5313,3299.14,70.97,58,50.29,1.08
1/15/21,USA-22,Louisiana,3705,3346,71.98,0,35.29,0.76
1/16/21,USA-22,Louisiana,0,3346,71.98,0,35.29,0.76
1/17/21,USA-22,Louisiana,4127,3164.43,68.07,123,47.14,1.01
1/18/21,USA-22,Louisiana,971,3102.43,66.74,50,47.86,1.03
1/19/21,USA-22,Louisiana,2138,2735.71,58.85,71,50.43,1.08
1/20/21,USA-22,Louisiana,2493,2678.14,57.61,59,51.57,1.11
1/21/21,USA-22,Louisiana,3736,2452.86,52.76,59,51.71,1.11
1/22/21,USA-22,Louisiana,1937,2200.29,47.33,41,57.57,1.24
1/23/21,USA-22,Louisiana,0,2200.29,47.33,0,57.57,1.24
1/24/21,USA-22,Louisiana,3607,2126,45.73,82,51.71,1.11
1/25/21,USA-22,Louisiana,2080,2284.43,49.14,25,48.14,1.04
1/26/21,USA-22,Louisiana,2620,2353.29,50.62,31,42.43,0.91
1/27/21,USA-22,Louisiana,3854,2547.71,54.8,67,43.57,0.94
1/28/21,USA-22,Louisiana,2493,2370.14,50.98,55,43,0.92
1/29/21,USA-22,Louisiana,2367,2431.57,52.31,58,45.43,0.98
1/30/21,USA-22,Louisiana,0,2431.57,52.31,0,45.43,0.98
1/31/21,USA-22,Louisiana,3350,2394.86,51.52,58,42,0.9
2/1/21,USA-22,Louisiana,965,2235.57,48.09,53,46,0.99
2/2/21,USA-22,Louisiana,2603,2233.14,48.04,41,47.43,1.02
2/3/21,USA-22,Louisiana,2041,1974.14,42.47,53,45.43,0.98
2/4/21,USA-22,Louisiana,2760,2012.29,43.29,38,43,0.92
2/5/21,USA-22,Louisiana,866,1797.86,38.67,32,39.29,0.85
2/6/21,USA-22,Louisiana,0,1797.86,38.67,0,39.29,0.85
2/7/21,USA-22,Louisiana,1951,1598,34.37,43,37.14,0.8
2/8/21,USA-22,Louisiana,1177,1628.29,35.03,23,32.86,0.71
2/9/21,USA-22,Louisiana,1365,1451.43,31.22,20,29.86,0.64
2/10/21,USA-22,Louisiana,333,1207.43,25.97,50,29.43,0.63
2/11/21,USA-22,Louisiana,2728,1202.86,25.87,27,27.86,0.6
2/12/21,USA-22,Louisiana,1170,1246.29,26.81,37,28.57,0.61
2/13/21,USA-22,Louisiana,0,1246.29,26.81,0,28.57,0.61
2/14/21,USA-22,Louisiana,1306,1154.14,24.83,16,24.71,0.53
2/15/21,USA-22,Louisiana,503,1057.86,22.76,33,26.14,0.56
2/16/21,USA-22,Louisiana,0,862.86,18.56,0,23.29,0.5
2/17/21,USA-22,Louisiana,624,904.43,19.46,66,25.57,0.55
2/18/21,USA-22,Louisiana,828,633,13.62,15,23.86,0.51
2/19/21,USA-22,Louisiana,441,528.86,11.38,34,23.43,0.5
2/20/21,USA-22,Louisiana,0,528.86,11.38,0,23.43,0.5
2/21/21,USA-22,Louisiana,1889,612.14,13.17,26,24.86,0.53
2/22/21,USA-22,Louisiana,468,607.14,13.06,11,21.71,0.47
2/23/21,USA-22,Louisiana,1404,807.71,17.37,26,25.43,0.55
2/24/21,USA-22,Louisiana,877,843.86,18.15,25,19.57,0.42
2/25/21,USA-22,Louisiana,764,834.71,17.96,33,22.14,0.48
2/26/21,USA-22,Louisiana,903,900.71,19.38,26,21,0.45
2/27/21,USA-22,Louisiana,0,900.71,19.38,0,21,0.45
2/28/21,USA-22,Louisiana,1508,846.29,18.2,21,20.29,0.44
3/1/21,USA-22,Louisiana,404,837.14,18.01,20,21.57,0.46
3/2/21,USA-22,Louisiana,767,746.14,16.05,19,20.57,0.44
3/3/21,USA-22,Louisiana,500,692.29,14.89,21,20,0.43
3/4/21,USA-22,Louisiana,756,691.14,14.87,18,17.86,0.38
3/5/21,USA-22,Louisiana,518,636.14,13.68,30,18.43,0.4
3/6/21,USA-22,Louisiana,0,636.14,13.68,0,18.43,0.4
3/7/21,USA-22,Louisiana,740,526.43,11.32,32,20,0.43
3/8/21,USA-22,Louisiana,504,540.71,11.63,10,18.57,0.4
3/9/21,USA-22,Louisiana,637,522.14,11.23,11,17.43,0.37
3/10/21,USA-22,Louisiana,588,534.71,11.5,43,20.57,0.44
3/11/21,USA-22,Louisiana,421,486.86,10.47,16,20.29,0.44
3/12/21,USA-22,Louisiana,547,491,10.56,33,20.71,0.45
3/13/21,USA-22,Louisiana,0,491,10.56,0,20.71,0.45
3/14/21,USA-22,Louisiana,911,515.43,11.09,23,19.43,0.42
3/15/21,USA-22,Louisiana,172,468,10.07,19,20.71,0.45
3/16/21,USA-22,Louisiana,992,518.71,11.16,22,22.29,0.48
3/17/21,USA-22,Louisiana,445,498.29,10.72,30,20.43,0.44
3/18/21,USA-22,Louisiana,541,515.43,11.09,19,20.86,0.45
3/19/21,USA-22,Louisiana,194,465,10,14,18.14,0.39
3/20/21,USA-22,Louisiana,0,465,10,0,18.14,0.39
3/21/21,USA-22,Louisiana,0,334.86,7.2,0,14.86,0.32
3/22/21,USA-22,Louisiana,1329,500.14,10.76,42,18.14,0.39
3/23/21,USA-22,Louisiana,705,459.14,9.88,7,16,0.34
3/24/21,USA-22,Louisiana,450,459.86,9.89,19,14.43,0.31
3/25/21,USA-22,Louisiana,399,439.57,9.46,17,14.14,0.3
3/26/21,USA-22,Louisiana,449,476,10.24,14,14.14,0.3
3/27/21,USA-22,Louisiana,0,476,10.24,0,14.14,0.3
3/28/21,USA-22,Louisiana,0,476,10.24,0,14.14,0.3
3/29/21,USA-22,Louisiana,836,405.57,8.72,35,13.14,0.28
3/30/21,USA-22,Louisiana,509,377.57,8.12,10,13.57,0.29
3/31/21,USA-22,Louisiana,519,387.43,8.33,9,12.14,0.26
4/1/21,USA-22,Louisiana,536,407,8.75,20,12.57,0.27
4/2/21,USA-22,Louisiana,0,342.86,7.38,0,10.57,0.23
